Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined,Net_Commercial,Net_Managed_Money,Net_Large_Spec,Net_Small_Spec
GOLD - COMMODITY EXCHANGE INC.,100427,2010-04-27,088691,CMX,1,88,538591,53932,230598,73487,162343,18165,210203,4760,43860,53269,33044,18884,471800,511654,66791,26937,538591,53932,230598,73487,162343,18165,210203,4760,43860,53269,33044,18884,471800,511654,66791,26937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   17253,    1840,    3554,    2916,    9328,     867,   11195,   -2008,   -1652,    1033,    -781,    -363,   15836,    8945,    1417,    8308,100.0,10.0,42.8,13.6,30.1,3.4,39.0,0.9,8.1,9.9,6.1,3.5,87.6,95.0,12.4,5.0,100.0,10.0,42.8,13.6,30.1,3.4,39.0,0.9,8.1,9.9,6.1,3.5,87.6,95.0,12.4,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,     16,     33,     20,     16,     17,    111,     11,     19,     79,     53,     53,276,159,    335,     16,     33,     20,     16,     17,    111,     11,     19,     79,     53,     53,    276,    159,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.1,39.8,38.3,57.6,22.1,35.3,28.1,45.5,27.1,39.8,38.3,57.6,22.1,35.3,28.1,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-265522,205443,20225,39854
GOLD - COMMODITY EXCHANGE INC. ,100427,2010-04-27,088691 ,CMX ,1,88,538591,53932,230598,73487,162343,18165,210203,4760,43860,53269,33044,18884,471800,511654,66791,26937,538591,53932,230598,73487,162343,18165,210203,4760,43860,53269,33044,18884,471800,511654,66791,26937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   17253,    1840,    3554,    2916,    9328,     867,   11195,   -2008,   -1652,    1033,    -781,    -363,   15836,    8945,    1417,    8308,100.0,10.0,42.8,13.6,30.1,3.4,39.0,0.9,8.1,9.9,6.1,3.5,87.6,95.0,12.4,5.0,100.0,10.0,42.8,13.6,30.1,3.4,39.0,0.9,8.1,9.9,6.1,3.5,87.6,95.0,12.4,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,     16,     33,     20,     16,     17,    111,     11,     19,     79,     53,     53,276,159,    335,     16,     33,     20,     16,     17,    111,     11,     19,     79,     53,     53,    276,    159,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.1,39.8,38.3,57.6,22.1,35.3,28.1,45.5,27.1,39.8,38.3,57.6,22.1,35.3,28.1,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-265522,205443,20225,39854
GOLD - COMMODITY EXCHANGE INC. ,100504,2010-05-04,088691 ,CMX ,1,88,551616,54736,242652,75279,158949,21660,217433,9645,42213,54078,31319,21897,487296,528335,64320,23281,551616,54736,242652,75279,158949,21660,217433,9645,42213,54078,31319,21897,487296,528335,64320,23281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   13025,     804,   12054,    1792,   -3394,    3495,    7230,    4885,   -1647,     809,   -1725,    3013,   15496,   16681,   -2471,   -3656,100.0,9.9,44.0,13.6,28.8,3.9,39.4,1.7,7.7,9.8,5.7,4.0,88.3,95.8,11.7,4.2,100.0,9.9,44.0,13.6,28.8,3.9,39.4,1.7,7.7,9.8,5.7,4.0,88.3,95.8,11.7,4.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,     15,     32,     21,     16,     18,    116,     14,     17,     92,     52,     50,288,159,    352,     15,     32,     21,     16,     18,    116,     14,     17,     92,     52,     50,    288,    159,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.4,40.6,38.1,58.1,22.1,36.2,28.3,45.6,26.4,40.6,38.1,58.1,22.1,36.2,28.3,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-271586,207788,22759,41039
GOLD - COMMODITY EXCHANGE INC.,100504,2010-05-04,088691,CMX,1,88,551616,54736,242652,75279,158949,21660,217433,9645,42213,54078,31319,21897,487296,528335,64320,23281,551616,54736,242652,75279,158949,21660,217433,9645,42213,54078,31319,21897,487296,528335,64320,23281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   13025,     804,   12054,    1792,   -3394,    3495,    7230,    4885,   -1647,     809,   -1725,    3013,   15496,   16681,   -2471,   -3656,100.0,9.9,44.0,13.6,28.8,3.9,39.4,1.7,7.7,9.8,5.7,4.0,88.3,95.8,11.7,4.2,100.0,9.9,44.0,13.6,28.8,3.9,39.4,1.7,7.7,9.8,5.7,4.0,88.3,95.8,11.7,4.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,     15,     32,     21,     16,     18,    116,     14,     17,     92,     52,     50,288,159,    352,     15,     32,     21,     16,     18,    116,     14,     17,     92,     52,     50,    288,    159,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.4,40.6,38.1,58.1,22.1,36.2,28.3,45.6,26.4,40.6,38.1,58.1,22.1,36.2,28.3,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-271586,207788,22759,41039
GOLD - COMMODITY EXCHANGE INC. ,100511,2010-05-11,088691 ,CMX ,1,88,583504,55366,272119,87572,153463,25368,224664,7134,38629,57711,39416,19993,509303,556122,74201,27382,583504,55366,272119,87572,153463,25368,224664,7134,38629,57711,39416,19993,509303,556122,74201,27382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31888,     630,   29467,   12293,   -5486,    3708,    7231,   -2511,   -3584,    3633,    8097,   -1904,   22007,   27787,    9881,    4101,100.0,9.5,46.6,15.0,26.3,4.3,38.5,1.2,6.6,9.9,6.8,3.4,87.3,95.3,12.7,4.7,100.0,9.5,46.6,15.0,26.3,4.3,38.5,1.2,6.6,9.9,6.8,3.4,87.3,95.3,12.7,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,     13,     32,     22,     16,     20,    116,     16,     20,     87,     58,     52,287,169,    356,     13,     32,     22,     16,     20,    116,     16,     20,     87,     58,     52,    287,    169,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.9,41.6,37.4,58.9,22.5,36.7,28.0,46.4,25.9,41.6,37.4,58.9,22.5,36.7,28.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-282644,217530,18295,46819
GOLD - COMMODITY EXCHANGE INC.,100511,2010-05-11,088691,CMX,1,88,583504,55366,272119,87572,153463,25368,224664,7134,38629,57711,39416,19993,509303,556122,74201,27382,583504,55366,272119,87572,153463,25368,224664,7134,38629,57711,39416,19993,509303,556122,74201,27382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31888,     630,   29467,   12293,   -5486,    3708,    7231,   -2511,   -3584,    3633,    8097,   -1904,   22007,   27787,    9881,    4101,100.0,9.5,46.6,15.0,26.3,4.3,38.5,1.2,6.6,9.9,6.8,3.4,87.3,95.3,12.7,4.7,100.0,9.5,46.6,15.0,26.3,4.3,38.5,1.2,6.6,9.9,6.8,3.4,87.3,95.3,12.7,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,     13,     32,     22,     16,     20,    116,     16,     20,     87,     58,     52,287,169,    356,     13,     32,     22,     16,     20,    116,     16,     20,     87,     58,     52,    287,    169,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.9,41.6,37.4,58.9,22.5,36.7,28.0,46.4,25.9,41.6,37.4,58.9,22.5,36.7,28.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-282644,217530,18295,46819
GOLD - COMMODITY EXCHANGE INC. ,100518,2010-05-18,088691 ,CMX ,1,88,579758,53535,272632,91471,152118,25166,226337,6542,37290,55648,43773,19318,508765,556839,70993,22919,579758,53535,272632,91471,152118,25166,226337,6542,37290,55648,43773,19318,508765,556839,70993,22919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3746,   -1831,     513,    3899,   -1345,    -202,    1673,    -592,   -1339,   -2063,    4357,    -675,    -538,     717,   -3208,   -4463,100.0,9.2,47.0,15.8,26.2,4.3,39.0,1.1,6.4,9.6,7.6,3.3,87.8,96.0,12.2,4.0,100.0,9.2,47.0,15.8,26.2,4.3,39.0,1.1,6.4,9.6,7.6,3.3,87.8,96.0,12.2,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,     18,     34,     21,     15,     20,    125,     14,     16,     89,     60,     57,303,170,    369,     18,     34,     21,     15,     20,    125,     14,     16,     89,     60,     57,    303,    170,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.5,41.6,37.6,58.3,23.3,37.0,29.0,46.7,26.5,41.6,37.6,58.3,23.3,37.0,29.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-279744,219795,11875,48074
GOLD - COMMODITY EXCHANGE INC.,100518,2010-05-18,088691,CMX,1,88,579758,53535,272632,91471,152118,25166,226337,6542,37290,55648,43773,19318,508765,556839,70993,22919,579758,53535,272632,91471,152118,25166,226337,6542,37290,55648,43773,19318,508765,556839,70993,22919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3746,   -1831,     513,    3899,   -1345,    -202,    1673,    -592,   -1339,   -2063,    4357,    -675,    -538,     717,   -3208,   -4463,100.0,9.2,47.0,15.8,26.2,4.3,39.0,1.1,6.4,9.6,7.6,3.3,87.8,96.0,12.2,4.0,100.0,9.2,47.0,15.8,26.2,4.3,39.0,1.1,6.4,9.6,7.6,3.3,87.8,96.0,12.2,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,     18,     34,     21,     15,     20,    125,     14,     16,     89,     60,     57,303,170,    369,     18,     34,     21,     15,     20,    125,     14,     16,     89,     60,     57,    303,    170,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.5,41.6,37.6,58.3,23.3,37.0,29.0,46.7,26.5,41.6,37.6,58.3,23.3,37.0,29.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-279744,219795,11875,48074
GOLD - COMMODITY EXCHANGE INC.,100525,2010-05-25,088691,CMX,1,88,591360,57469,266645,88700,147903,20919,212919,7703,40545,58265,35790,46227,525044,565732,66316,25628,591360,57469,266645,88700,147903,20919,212919,7703,40545,58265,35790,46227,525044,565732,66316,25628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11602,    3934,   -5987,   -2771,   -4215,   -4247,  -13418,    1161,    3255,    2617,   -7983,   26909,   16279,    8893,   -4677,    2709,100.0,9.7,45.1,15.0,25.0,3.5,36.0,1.3,6.9,9.9,6.1,7.8,88.8,95.7,11.2,4.3,100.0,9.7,45.1,15.0,25.0,3.5,36.0,1.3,6.9,9.9,6.1,7.8,88.8,95.7,11.2,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,     18,     31,     22,     14,     20,    101,     11,     12,     88,     46,     56,272,154,    327,     18,     31,     22,     14,     20,    101,     11,     12,     88,     46,     56,    272,    154,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.8,41.5,39.0,58.8,22.1,36.2,27.4,45.7,25.8,41.5,39.0,58.8,22.1,36.2,27.4,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-268379,205216,22475,40688
GOLD - COMMODITY EXCHANGE INC. ,100525,2010-05-25,088691 ,CMX ,1,88,591360,57469,266645,88700,147903,20919,212919,7703,40545,58265,35790,46227,525044,565732,66316,25628,591360,57469,266645,88700,147903,20919,212919,7703,40545,58265,35790,46227,525044,565732,66316,25628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11602,    3934,   -5987,   -2771,   -4215,   -4247,  -13418,    1161,    3255,    2617,   -7983,   26909,   16279,    8893,   -4677,    2709,100.0,9.7,45.1,15.0,25.0,3.5,36.0,1.3,6.9,9.9,6.1,7.8,88.8,95.7,11.2,4.3,100.0,9.7,45.1,15.0,25.0,3.5,36.0,1.3,6.9,9.9,6.1,7.8,88.8,95.7,11.2,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,     18,     31,     22,     14,     20,    101,     11,     12,     88,     46,     56,272,154,    327,     18,     31,     22,     14,     20,    101,     11,     12,     88,     46,     56,    272,    154,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.8,41.5,39.0,58.8,22.1,36.2,27.4,45.7,25.8,41.5,39.0,58.8,22.1,36.2,27.4,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-268379,205216,22475,40688
GOLD - COMMODITY EXCHANGE INC. ,100601,2010-06-01,088691 ,CMX ,1,88,553950,58949,269626,93065,150011,20473,210717,4459,36762,55852,37564,14155,489973,533050,63977,20900,553950,58949,269626,93065,150011,20473,210717,4459,36762,55852,37564,14155,489973,533050,63977,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -37410,    1480,    2981,    4365,    2108,    -446,   -2202,   -3244,   -3783,   -2413,    1774,  -32072,  -35071,  -32682,   -2339,   -4728,100.0,10.6,48.7,16.8,27.1,3.7,38.0,0.8,6.6,10.1,6.8,2.6,88.5,96.2,11.5,3.8,100.0,10.6,48.7,16.8,27.1,3.7,38.0,0.8,6.6,10.1,6.8,2.6,88.5,96.2,11.5,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     19,     30,     23,     13,     17,    105,     11,     14,     94,     46,     46,277,144,    334,     19,     30,     23,     13,     17,    105,     11,     14,     94,     46,     46,    277,    144,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.4,45.3,39.6,63.0,23.9,39.0,29.7,49.6,27.4,45.3,39.6,63.0,23.9,39.0,29.7,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-267623,206258,18288,43077
GOLD - COMMODITY EXCHANGE INC.,100601,2010-06-01,088691,CMX,1,88,553950,58949,269626,93065,150011,20473,210717,4459,36762,55852,37564,14155,489973,533050,63977,20900,553950,58949,269626,93065,150011,20473,210717,4459,36762,55852,37564,14155,489973,533050,63977,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -37410,    1480,    2981,    4365,    2108,    -446,   -2202,   -3244,   -3783,   -2413,    1774,  -32072,  -35071,  -32682,   -2339,   -4728,100.0,10.6,48.7,16.8,27.1,3.7,38.0,0.8,6.6,10.1,6.8,2.6,88.5,96.2,11.5,3.8,100.0,10.6,48.7,16.8,27.1,3.7,38.0,0.8,6.6,10.1,6.8,2.6,88.5,96.2,11.5,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     19,     30,     23,     13,     17,    105,     11,     14,     94,     46,     46,277,144,    334,     19,     30,     23,     13,     17,    105,     11,     14,     94,     46,     46,    277,    144,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.4,45.3,39.6,63.0,23.9,39.0,29.7,49.6,27.4,45.3,39.6,63.0,23.9,39.0,29.7,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-267623,206258,18288,43077
GOLD - COMMODITY EXCHANGE INC.,100608,2010-06-08,088691,CMX,1,88,564792,62913,279284,93916,151122,19119,215177,5161,36019,55552,38170,14223,496919,543098,67873,21694,564792,62913,279284,93916,151122,19119,215177,5161,36019,55552,38170,14223,496919,543098,67873,21694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   10842,    3964,    9658,     851,    1111,   -1354,    4460,     702,    -743,    -300,     606,      68,    6946,   10048,    3896,     794,100.0,11.1,49.4,16.6,26.8,3.4,38.1,0.9,6.4,9.8,6.8,2.5,88.0,96.2,12.0,3.8,100.0,11.1,49.4,16.6,26.8,3.4,38.1,0.9,6.4,9.8,6.8,2.5,88.0,96.2,12.0,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,     19,     31,     19,     15,     17,    109,     11,     11,     99,     44,     43,280,143,    344,     19,     31,     19,     15,     17,    109,     11,     11,     99,     44,     43,    280,    143,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.4,47.1,39.5,62.6,23.7,38.0,29.5,49.2,27.4,47.1,39.5,62.6,23.7,38.0,29.5,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88,N20,FutOnly,-273577,210016,17382,46179
GOLD - COMMODITY EXCHANGE INC. ,100608,2010-06-08,088691 ,CMX ,1,88,564792,62913,279284,93916,151122,19119,215177,5161,36019,55552,38170,14223,496919,543098,67873,21694,564792,62913,279284,93916,151122,19119,215177,5161,36019,55552,38170,14223,496919,543098,67873,21694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   10842,    3964,    9658,     851,    1111,   -1354,    4460,     702,    -743,    -300,     606,      68,    6946,   10048,    3896,     794,100.0,11.1,49.4,16.6,26.8,3.4,38.1,0.9,6.4,9.8,6.8,2.5,88.0,96.2,12.0,3.8,100.0,11.1,49.4,16.6,26.8,3.4,38.1,0.9,6.4,9.8,6.8,2.5,88.0,96.2,12.0,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,     19,     31,     19,     15,     17,    109,     11,     11,     99,     44,     43,280,143,    344,     19,     31,     19,     15,     17,    109,     11,     11,     99,     44,     43,    280,    143,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.4,47.1,39.5,62.6,23.7,38.0,29.5,49.2,27.4,47.1,39.5,62.6,23.7,38.0,29.5,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES) ,088691 ,CMX ,88,N20 ,FutOnly,-273577,210016,17382,46179
